project_name,description,compliance_framework,scan_type,file_count,lines_of_code,issues_found,critical,high,medium,score
Project_4557,Web application security audit,GDPR,deep,164,325308,19,2,0,17,63
Project_4558,Web application security audit,ISO 27001,standard,493,133590,12,3,0,9,61
Project_4559,Web application security audit,OWASP,deep,453,238419,7,4,1,2,54
Project_4560,Web application security audit,ISO 27001,standard,104,342462,34,4,9,21,40
Project_4561,Web application security audit,GDPR,deep,112,47995,11,0,6,5,71
Project_4562,Web application security audit,PCI-DSS,deep,312,294793,6,2,2,2,70
Project_4563,Web application security audit,ISO 27001,standard,262,119956,34,1,32,1,40
Project_4564,Web application security audit,GDPR,standard,64,492569,26,5,20,1,40
Project_4565,Web application security audit,GDPR,standard,386,435054,0,0,0,0,100
Project_4566,Web application security audit,GDPR,deep,212,30858,27,2,15,10,40
Project_4567,Web application security audit,GDPR,deep,273,377125,25,0,24,1,40
Project_4568,Web application security audit,OWASP,deep,402,1926,7,0,1,6,90
Project_4569,Web application security audit,GDPR,deep,193,291943,40,5,8,27,40
Project_4570,Web application security audit,PCI-DSS,deep,110,58683,34,5,24,5,40
Project_4571,Web application security audit,ISO 27001,standard,83,319654,24,0,19,5,40
Project_4572,Web application security audit,GDPR,deep,354,187915,17,5,3,9,40
Project_4573,Web application security audit,GDPR,deep,357,1213,10,2,3,5,63
Project_4574,Web application security audit,PCI-DSS,standard,457,253639,24,5,16,3,40
Project_4575,Web application security audit,ISO 27001,deep,318,463623,18,0,1,17,79
Project_4576,Web application security audit,PCI-DSS,deep,310,326205,1,1,0,0,90
Project_4577,Web application security audit,GDPR,deep,101,48782,21,3,4,14,40
Project_4578,Web application security audit,GDPR,standard,485,94514,9,3,1,5,61
Project_4579,Web application security audit,OWASP,deep,72,425451,18,1,15,2,40
Project_4580,Web application security audit,PCI-DSS,deep,373,108059,1,1,0,0,90
Project_4581,Web application security audit,PCI-DSS,deep,477,362793,4,3,1,0,66
Project_4582,Web application security audit,GDPR,deep,216,288564,26,0,3,23,65
Project_4583,Web application security audit,GDPR,standard,96,421705,8,0,7,1,71
Project_4584,Web application security audit,PCI-DSS,deep,451,212566,29,3,19,7,40
Project_4585,Web application security audit,PCI-DSS,deep,25,210154,22,4,6,12,40
Project_4586,Web application security audit,GDPR,standard,359,106384,14,5,8,1,40
Project_4587,Web application security audit,GDPR,deep,130,389919,17,5,11,1,40
Project_4588,Web application security audit,ISO 27001,deep,500,8077,6,3,2,1,61
Project_4589,Web application security audit,OWASP,deep,41,154545,31,2,24,5,40
Project_4590,Web application security audit,PCI-DSS,deep,456,224509,34,1,29,4,40
Project_4591,Web application security audit,GDPR,standard,78,368257,8,4,3,1,47
Project_4592,Web application security audit,GDPR,standard,287,64661,2,0,1,1,95
Project_4593,Web application security audit,OWASP,standard,148,17093,17,4,13,0,40
Project_4594,Web application security audit,OWASP,deep,394,222304,11,3,7,1,41
Project_4595,Web application security audit,ISO 27001,deep,148,201361,22,4,9,9,40
Project_4596,Web application security audit,ISO 27001,standard,170,442664,17,1,11,5,41
Project_4597,Web application security audit,PCI-DSS,standard,259,400803,0,0,0,0,100
Project_4598,Web application security audit,PCI-DSS,standard,386,106097,1,1,0,0,90
Project_4599,Web application security audit,ISO 27001,standard,413,208367,28,0,12,16,40
Project_4600,Web application security audit,ISO 27001,deep,73,471777,2,0,1,1,95
Project_4601,Web application security audit,PCI-DSS,deep,359,305696,9,4,2,3,49
Project_4602,Web application security audit,GDPR,deep,127,336882,1,1,0,0,90
Project_4603,Web application security audit,OWASP,deep,456,366802,5,5,0,0,50
Project_4604,Web application security audit,ISO 27001,standard,245,320280,2,2,0,0,80
Project_4605,Web application security audit,ISO 27001,deep,449,400969,11,1,6,4,62
Project_4606,Web application security audit,PCI-DSS,standard,98,463596,9,4,3,2,46
Project_4607,Web application security audit,OWASP,standard,32,432810,38,2,25,11,40
Project_4608,Web application security audit,PCI-DSS,deep,52,152436,25,2,21,2,40
Project_4609,Web application security audit,ISO 27001,deep,61,354111,2,0,1,1,95
Project_4610,Web application security audit,OWASP,standard,144,191078,11,1,3,7,71
Project_4611,Web application security audit,OWASP,deep,460,430306,25,2,22,1,40
Project_4612,Web application security audit,GDPR,standard,355,188254,12,3,5,4,46
Project_4613,Web application security audit,OWASP,standard,168,275728,1,0,1,0,96
Project_4614,Web application security audit,ISO 27001,deep,464,207606,39,4,24,11,40
Project_4615,Web application security audit,PCI-DSS,standard,40,417110,18,5,3,10,40
Project_4616,Web application security audit,GDPR,deep,433,198335,9,3,0,6,64
Project_4617,Web application security audit,ISO 27001,standard,202,345328,39,3,25,11,40
Project_4618,Web application security audit,OWASP,standard,454,481595,23,5,3,15,40
Project_4619,Web application security audit,ISO 27001,standard,159,229688,29,2,26,1,40
Project_4620,Web application security audit,OWASP,deep,165,238684,3,0,2,1,91
Project_4621,Web application security audit,PCI-DSS,deep,210,266433,17,2,6,9,47
Project_4622,Web application security audit,GDPR,deep,359,251567,36,5,29,2,40
Project_4623,Web application security audit,PCI-DSS,standard,61,127853,20,3,5,12,40
Project_4624,Web application security audit,PCI-DSS,deep,480,231860,18,3,7,8,40
Project_4625,Web application security audit,OWASP,deep,392,271773,23,4,4,15,40
Project_4626,Web application security audit,ISO 27001,standard,332,482061,21,3,3,15,43
Project_4627,Web application security audit,ISO 27001,standard,81,73111,1,0,0,1,99
Project_4628,Web application security audit,GDPR,standard,352,98711,7,0,0,7,93
Project_4629,Web application security audit,GDPR,deep,417,353779,26,3,8,15,40
Project_4630,Web application security audit,GDPR,standard,220,241689,34,4,22,8,40
Project_4631,Web application security audit,PCI-DSS,deep,355,388908,37,2,1,34,42
Project_4632,Web application security audit,OWASP,standard,292,469336,9,0,7,2,70
Project_4633,Web application security audit,ISO 27001,standard,416,223830,19,5,6,8,40
Project_4634,Web application security audit,GDPR,deep,56,423909,23,2,19,2,40
Project_4635,Web application security audit,PCI-DSS,standard,31,204114,34,2,22,10,40
Project_4636,Web application security audit,ISO 27001,deep,219,399919,5,5,0,0,50
Project_4637,Web application security audit,OWASP,deep,368,42519,1,0,0,1,99
Project_4638,Web application security audit,ISO 27001,standard,283,95215,22,3,18,1,40
Project_4639,Web application security audit,GDPR,deep,424,374068,0,0,0,0,100
Project_4640,Web application security audit,GDPR,deep,419,66088,16,2,8,6,42
Project_4641,Web application security audit,PCI-DSS,standard,293,363898,14,2,2,10,62
Project_4642,Web application security audit,ISO 27001,deep,35,429755,31,5,19,7,40
Project_4643,Web application security audit,OWASP,deep,42,210088,14,0,12,2,50
Project_4644,Web application security audit,PCI-DSS,standard,82,269423,1,1,0,0,90
Project_4645,Web application security audit,ISO 27001,deep,132,387616,25,2,5,18,42
Project_4646,Web application security audit,PCI-DSS,deep,152,497464,3,0,1,2,94
Project_4647,Web application security audit,OWASP,standard,339,447238,19,2,10,7,40
Project_4648,Web application security audit,OWASP,standard,476,204423,32,5,11,16,40
Project_4649,Web application security audit,ISO 27001,standard,205,274513,34,2,4,28,40
Project_4650,Web application security audit,OWASP,deep,333,18066,5,2,0,3,77
Project_4651,Web application security audit,ISO 27001,deep,257,32305,3,2,1,0,76
Project_4652,Web application security audit,ISO 27001,deep,53,342439,40,2,28,10,40
Project_4653,Web application security audit,ISO 27001,standard,473,185141,9,3,2,4,58
Project_4654,Web application security audit,OWASP,deep,423,414207,23,3,10,10,40
Project_4655,Web application security audit,PCI-DSS,deep,299,300702,33,3,1,29,40
Project_4656,Web application security audit,PCI-DSS,deep,315,152124,40,0,29,11,40
Project_4657,Web application security audit,ISO 27001,deep,196,7674,36,1,35,0,40
Project_4658,Web application security audit,OWASP,deep,216,393573,29,1,22,6,40
Project_4659,Web application security audit,OWASP,deep,245,74985,15,1,5,9,61
Project_4660,Web application security audit,PCI-DSS,deep,233,44515,8,1,4,3,71
Project_4661,Web application security audit,PCI-DSS,standard,316,50403,29,1,1,27,59
Project_4662,Web application security audit,PCI-DSS,deep,81,122362,5,0,0,5,95
Project_4663,Web application security audit,PCI-DSS,deep,320,45945,30,0,14,16,40
Project_4664,Web application security audit,PCI-DSS,standard,120,30135,20,2,17,1,40
Project_4665,Web application security audit,ISO 27001,standard,389,31538,2,1,0,1,89
Project_4666,Web application security audit,OWASP,standard,266,332540,21,1,12,8,40
Project_4667,Web application security audit,GDPR,deep,116,46104,26,4,9,13,40
Project_4668,Web application security audit,GDPR,deep,223,261225,5,2,2,1,71
Project_4669,Web application security audit,ISO 27001,deep,327,486952,9,5,2,2,40
Project_4670,Web application security audit,OWASP,standard,66,293017,25,3,6,16,40
Project_4671,Web application security audit,OWASP,deep,165,388197,7,4,3,0,48
Project_4672,Web application security audit,GDPR,standard,123,419929,39,2,27,10,40
Project_4673,Web application security audit,ISO 27001,standard,314,425148,7,5,1,1,45
Project_4674,Web application security audit,OWASP,standard,12,250112,34,5,8,21,40
Project_4675,Web application security audit,PCI-DSS,standard,99,82754,38,2,14,22,40
Project_4676,Web application security audit,ISO 27001,standard,406,204543,13,2,10,1,40
Project_4677,Web application security audit,ISO 27001,deep,221,220218,35,2,29,4,40
Project_4678,Web application security audit,ISO 27001,standard,29,121571,13,0,11,2,54
Project_4679,Web application security audit,OWASP,deep,492,322672,34,3,26,5,40
Project_4680,Web application security audit,PCI-DSS,standard,21,52478,34,4,1,29,40
Project_4681,Web application security audit,ISO 27001,standard,79,223896,0,0,0,0,100
Project_4682,Web application security audit,ISO 27001,standard,340,319182,7,1,1,5,81
Project_4683,Web application security audit,GDPR,deep,111,339533,25,3,1,21,45
Project_4684,Web application security audit,GDPR,standard,17,33978,10,5,4,1,40
Project_4685,Web application security audit,OWASP,deep,346,479395,9,0,9,0,64
Project_4686,Web application security audit,ISO 27001,standard,77,174672,12,2,3,7,61
Project_4687,Web application security audit,OWASP,standard,496,416302,16,2,1,13,63
Project_4688,Web application security audit,GDPR,standard,215,84416,32,0,28,4,40
Project_4689,Web application security audit,ISO 27001,deep,452,297187,27,1,6,20,46
Project_4690,Web application security audit,OWASP,standard,147,64484,34,4,25,5,40
Project_4691,Web application security audit,PCI-DSS,standard,326,321985,10,1,9,0,54
Project_4692,Web application security audit,PCI-DSS,deep,20,438523,35,1,9,25,40
Project_4693,Web application security audit,GDPR,standard,67,470210,27,1,0,26,64
Project_4694,Web application security audit,PCI-DSS,standard,79,126119,24,3,5,16,40
Project_4695,Web application security audit,GDPR,deep,425,956,11,3,7,1,41
Project_4696,Web application security audit,PCI-DSS,deep,326,18362,39,1,8,30,40
Project_4697,Web application security audit,GDPR,deep,208,310862,21,1,20,0,40
Project_4698,Web application security audit,PCI-DSS,standard,420,341445,1,1,0,0,90
Project_4699,Web application security audit,GDPR,deep,309,400969,39,5,5,29,40
Project_4700,Web application security audit,GDPR,deep,465,477061,25,1,21,3,40
Project_4701,Web application security audit,GDPR,deep,306,266960,10,0,4,6,78
Project_4702,Web application security audit,PCI-DSS,standard,223,187714,31,5,10,16,40
Project_4703,Web application security audit,OWASP,standard,470,153817,6,1,4,1,73
Project_4704,Web application security audit,PCI-DSS,deep,277,480715,6,0,0,6,94
Project_4705,Web application security audit,GDPR,standard,313,124877,27,5,14,8,40
Project_4706,Web application security audit,PCI-DSS,deep,354,460555,2,2,0,0,80
Project_4707,Web application security audit,GDPR,standard,123,489184,26,4,6,16,40
Project_4708,Web application security audit,ISO 27001,deep,256,409732,11,4,4,3,41
Project_4709,Web application security audit,ISO 27001,deep,248,434499,34,4,21,9,40
Project_4710,Web application security audit,PCI-DSS,standard,475,333428,24,3,5,16,40
Project_4711,Web application security audit,GDPR,deep,237,457833,33,4,8,21,40
Project_4712,Web application security audit,ISO 27001,deep,174,471406,15,4,9,2,40
Project_4713,Web application security audit,PCI-DSS,deep,94,195633,0,0,0,0,100
Project_4714,Web application security audit,GDPR,deep,238,380014,12,4,2,6,46
Project_4715,Web application security audit,GDPR,standard,493,454589,36,1,7,28,40
Project_4716,Web application security audit,GDPR,standard,24,120143,37,2,7,28,40
Project_4717,Web application security audit,ISO 27001,standard,12,92141,12,3,7,2,40
Project_4718,Web application security audit,OWASP,standard,40,499715,19,0,2,17,75
Project_4719,Web application security audit,OWASP,deep,439,493443,19,3,0,16,54
Project_4720,Web application security audit,PCI-DSS,deep,193,244683,34,4,3,27,40
Project_4721,Web application security audit,PCI-DSS,deep,448,70605,19,4,12,3,40
Project_4722,Web application security audit,PCI-DSS,standard,471,165541,19,0,11,8,48
Project_4723,Web application security audit,GDPR,standard,384,402903,14,5,2,7,40
Project_4724,Web application security audit,OWASP,deep,220,192176,20,5,9,6,40
Project_4725,Web application security audit,ISO 27001,deep,302,89190,11,0,8,3,65
Project_4726,Web application security audit,GDPR,deep,10,335413,3,2,0,1,79
Project_4727,Web application security audit,PCI-DSS,standard,243,6590,23,3,18,2,40
Project_4728,Web application security audit,GDPR,deep,122,296623,0,0,0,0,100
Project_4729,Web application security audit,OWASP,deep,157,6324,30,2,6,22,40
Project_4730,Web application security audit,OWASP,deep,7,78655,4,0,4,0,84
Project_4731,Web application security audit,PCI-DSS,standard,480,245274,16,0,16,0,40
Project_4732,Web application security audit,ISO 27001,deep,29,255634,11,4,7,0,40
Project_4733,Web application security audit,GDPR,deep,30,491336,36,0,33,3,40
Project_4734,Web application security audit,ISO 27001,deep,47,78914,37,3,0,34,40
Project_4735,Web application security audit,GDPR,standard,69,496893,30,1,26,3,40
Project_4736,Web application security audit,GDPR,deep,84,126191,32,1,23,8,40
